SpecieKey,AppClass,Taxon,Class,Order_Info,Family,Genus,Origin
7915,II,Avonia papyracea,,Caryophyllales,Portulacaceae,Avonia,
7916,II,Avonia quinaria,,Caryophyllales,Portulacaceae,Avonia,
7917,II,Avonia quinaria,,Caryophyllales,Portulacaceae,Avonia,ZA
7918,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,FR
7919,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,TR
7920,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,
7921,II,Cyclamen cilicium,,Primulales,Primulaceae,Cyclamen,TR
7922,II,Cyclamen cilicium,,Primulales,Primulaceae,Cyclamen,
7923,II,Cyclamen colchicum,,Primulales,Primulaceae,Cyclamen,NL
7924,II,Cyclamen coum,,Primulales,Primulaceae,Cyclamen,
7925,II,Cyclamen coum,,Primulales,Primulaceae,Cyclamen,TR
7926,II,Cyclamen europaeum,,Primulales,Primulaceae,Cyclamen,NL
7927,II,Cyclamen hederifolium,,Primulales,Primulaceae,Cyclamen,TR
7928,II,Cyclamen hederifolium,,Primulales,Primulaceae,Cyclamen,NL
7929,II,Cyclamen hederifolium,,Primulales,Primulaceae,Cyclamen,
7930,II,Cyclamen persicum,,Primulales,Primulaceae,Cyclamen,
7931,II,Cyclamen purpurascens,,Primulales,Primulaceae,Cyclamen,
7932,II,Cyclamen purpurascens,,Primulales,Primulaceae,Cyclamen,DE
7933,II,Cyclamen purpurascens,,Primulales,Primulaceae,Cyclamen,FR
7934,II,Agapornis spp.,Aves,Psittaciformes,Psittacidae,Agapornis,XX
7935,II,Agapornis canus,Aves,Psittaciformes,Psittacidae,Agapornis,BE
7936,II,Agapornis canus,Aves,Psittaciformes,Psittacidae,Agapornis,
7937,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,
7938,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,BE
7939,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,NL
7940,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,CZ
7941,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,ZA
7942,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,SI
7943,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,US
7944,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,XX
7945,II,Agapornis hybrid,Aves,Psittaciformes,Psittacidae,Agapornis,
7946,II,Agapornis lilianae,Aves,Psittaciformes,Psittacidae,Agapornis,
7947,II,Agapornis nigrigenis,Aves,Psittaciformes,Psittacidae,Agapornis,
7948,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,
7949,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,NL
7950,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,CZ
7951,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,US
7952,II,Agapornis pullarius,Aves,Psittaciformes,Psittacidae,Agapornis,
7953,II,Agapornis taranta,Aves,Psittaciformes,Psittacidae,Agapornis,
7954,II,Alisterus amboinensis,Aves,Psittaciformes,Psittacidae,Alisterus,
7955,II,Alisterus chloropterus,Aves,Psittaciformes,Psittacidae,Alisterus,
7956,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,
7957,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,AT
7958,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,BE
7959,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,CZ
7960,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,NL
7961,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,SK
7962,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,FR
7963,II,Amazona spp.,Aves,Psittaciformes,Psittacidae,Amazona,
7964,II,Amazona spp.,Aves,Psittaciformes,Psittacidae,Amazona,XX
7965,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,DE
7966,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,NL
7967,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,
7968,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,ZA
7969,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,AE
7970,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,CZ
7971,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,XX
7972,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,AR
7973,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,CH
7974,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,GB
7975,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,SK
7976,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,BE
7977,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,PT
7978,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,SE
7979,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,IT
7980,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,US
7981,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,ZA
7982,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,
7983,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,HU
7984,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,IT
7985,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,PT
7986,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,MX
7987,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,US
7988,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,ZA
7989,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,BH
7990,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,
7991,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,GY
7992,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,SR
7993,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,CZ
7994,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,US
7995,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,XX
7996,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,FR
7997,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,
7998,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,ZA
7999,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,XX
8000,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,CH
8001,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,DE
8002,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,IT
8003,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,CZ
8004,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,GB
8005,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,PT
8006,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,HN
8007,II,Amazona barbadensis,Aves,Psittaciformes,Psittacidae,Amazona,
8008,II,Amazona collaria,Aves,Psittaciformes,Psittacidae,Amazona,
8009,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,SR
8010,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,
8011,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,
8012,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,ZA
8013,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,GY
8014,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,SR
8015,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,HU
8016,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,FR
8017,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,NL
8018,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,SE
8019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,DE
8020,II,Amazona festiva,Aves,Psittaciformes,Psittacidae,Amazona,
8021,II,Amazona festiva,Aves,Psittaciformes,Psittacidae,Amazona,GY
8022,II,Amazona festiva,Aves,Psittaciformes,Psittacidae,Amazona,DK
8023,II,Amazona festiva,Aves,Psittaciformes,Psittacidae,Amazona,SE
8024,II,Amazona festiva,Aves,Psittaciformes,Psittacidae,Amazona,IT
8025,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,XX
8026,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,
8027,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,SR
8028,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CH
8029,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CZ
8030,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,GY
8031,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,ZA
8032,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CA
8033,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,DE
8034,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,HU
8035,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,NL
8036,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,PT
8037,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,IT
8038,II,Amazona ventralis,Aves,Psittaciformes,Psittacidae,Amazona,
8039,II,Amazona xantholora,Aves,Psittaciformes,Psittacidae,Amazona,
8040,II,Amazona xanthops,Aves,Psittaciformes,Psittacidae,Amazona,
8041,II,Amazona xanthops,Aves,Psittaciformes,Psittacidae,Amazona,CZ
8042,II,Amazona xanthops,Aves,Psittaciformes,Psittacidae,Amazona,US
8043,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,
8044,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,BE
8045,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,CZ
8046,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,NL
8047,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,SK
8048,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,PT
8049,II,Ara spp.,Aves,Psittaciformes,Psittacidae,Ara,
8050,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,NL
8051,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,ZA
8052,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,
8053,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,JO
8054,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,PL
8055,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,DE
8056,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,IT
8057,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,SR
8058,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,PH
8059,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,CA
8060,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,GY
8061,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,ES
8062,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,SK
8063,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,XX
8064,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,DK
8065,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,PT
8066,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,AT
8067,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,RU
8068,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,UA
8069,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,BZ
8070,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,US
8071,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,ZA
8072,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,
8073,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,DE
8074,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,IT
8075,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,SR
8076,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,GY
8077,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,SK
8078,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,NL
8079,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,XX
8080,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,PT
8081,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,RU
8082,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,JO
8083,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,DK
8084,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,UA
8085,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,US
8086,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,CH
8087,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,
8088,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,NL
8089,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,PH
8090,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,DE
8091,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,IT
8092,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,DK
8093,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,PL
8094,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,US
8095,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,SR
8096,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,
8097,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,ZA
8098,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,DE
8099,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,PT
8100,II,Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,CA
8101,II,Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,PT
8102,II,Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,
8103,II,Aratinga aurea,Aves,Psittaciformes,Psittacidae,Aratinga,
8104,II,Aratinga aurea,Aves,Psittaciformes,Psittacidae,Aratinga,IT
8105,II,Aratinga auricapillus,Aves,Psittaciformes,Psittacidae,Aratinga,
8106,II,Aratinga cactorum,Aves,Psittaciformes,Psittacidae,Aratinga,
8107,II,Aratinga canicularis,Aves,Psittaciformes,Psittacidae,Aratinga,
8108,II,Aratinga chloroptera,Aves,Psittaciformes,Psittacidae,Aratinga,XX
8109,II,Aratinga chloroptera,Aves,Psittaciformes,Psittacidae,Aratinga,
8110,II,Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,Aratinga,US
8111,II,Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,Aratinga,CA
8112,II,Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,Aratinga,
8113,II,Aratinga holochlora,Aves,Psittaciformes,Psittacidae,Aratinga,
8114,II,Aratinga jandaya,Aves,Psittaciformes,Psittacidae,Aratinga,
8115,II,Aratinga jandaya,Aves,Psittaciformes,Psittacidae,Aratinga,CZ
8116,II,Aratinga jandaya,Aves,Psittaciformes,Psittacidae,Aratinga,US
8117,II,Aratinga leucophthalma,Aves,Psittaciformes,Psittacidae,Aratinga,SR
8118,II,Aratinga leucophthalma,Aves,Psittaciformes,Psittacidae,Aratinga,
8119,II,Aratinga mitrata,Aves,Psittaciformes,Psittacidae,Aratinga,
8120,II,Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,
8121,II,Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,DE
8122,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,ZA
8123,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,
8124,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,CA
8125,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,PH
8126,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,DE
8127,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,TW
8128,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,CZ
8129,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,JO
8130,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,XX
8131,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,US
8132,II,Aratinga wagleri,Aves,Psittaciformes,Psittacidae,Aratinga,
8133,II,Aratinga weddellii,Aves,Psittaciformes,Psittacidae,Aratinga,
8134,II,Aratinga weddellii,Aves,Psittaciformes,Psittacidae,Aratinga,US
8135,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,
8136,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,BE
8137,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,CZ
8138,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,NL
8139,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,SK
8140,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,XX
8141,II,Bolborhynchus lineola,Aves,Psittaciformes,Psittacidae,Bolborhynchus,
8142,II,Bolborhynchus lineola,Aves,Psittaciformes,Psittacidae,Bolborhynchus,NL
8143,II,Brotogeris cyanoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,DE
8144,II,Brotogeris cyanoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,
8145,II,Brotogeris pyrrhoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,
8146,II,Brotogeris tirica,Aves,Psittaciformes,Psittacidae,Brotogeris,
8147,II,Coracopsis nigra,Aves,Psittaciformes,Psittacidae,Coracopsis,
8148,II,Coracopsis nigra,Aves,Psittaciformes,Psittacidae,Coracopsis,NL
8149,II,Cyanoliseus patagonus,Aves,Psittaciformes,Psittacidae,Cyanoliseus,
8150,II,Cyanoliseus patagonus,Aves,Psittaciformes,Psittacidae,Cyanoliseus,CZ
8151,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,SK
8152,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,
8153,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,CZ
8154,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,SI
8155,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,DE
8156,II,Cyanoramphus malherbi,Aves,Psittaciformes,Psittacidae,Cyanoramphus,
8157,II,Cyanoramphus unicolor,Aves,Psittaciformes,Psittacidae,Cyanoramphus,
8158,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,
8159,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,SR
8160,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,ZA
8161,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,GY
8162,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,US
8163,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,DE
8164,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,ZA
8165,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,
8166,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,GY
8167,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,SR
8168,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,PT
8169,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,NL
8170,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,US
8171,II,Eclectus spp.,Aves,Psittaciformes,Psittacidae,Eclectus,
8172,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,
8173,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,FR
8174,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,ZA
8175,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,DE
8176,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,PH
8177,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,SB
8178,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,PT
8179,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,JO
8180,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,IT
8181,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,BS
8182,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,US
8183,II,Enicognathus leptorhynchus,Aves,Psittaciformes,Psittacidae,Enicognathus,
8184,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,
8185,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,NL
8186,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,US
8187,II,Forpus modestus,Aves,Psittaciformes,Psittacidae,Forpus,
8188,II,Forpus passerinus,Aves,Psittaciformes,Psittacidae,Forpus,
8189,II,Forpus passerinus,Aves,Psittaciformes,Psittacidae,Forpus,US
8190,II,Forpus xanthops,Aves,Psittaciformes,Psittacidae,Forpus,DE
8191,II,Forpus xanthops,Aves,Psittaciformes,Psittacidae,Forpus,
8192,II,Forpus xanthopterygius,Aves,Psittaciformes,Psittacidae,Forpus,
8193,II,Lathamus discolor,Aves,Psittaciformes,Psittacidae,Lathamus,NL
8194,II,Lathamus discolor,Aves,Psittaciformes,Psittacidae,Lathamus,
8195,II,Lathamus discolor,Aves,Psittaciformes,Psittacidae,Lathamus,CZ
8196,II,Loriculus galgulus,Aves,Psittaciformes,Psittacidae,Loriculus,
8197,II,Loriculus galgulus,Aves,Psittaciformes,Psittacidae,Loriculus,NL
8198,II,Loriculus philippensis,Aves,Psittaciformes,Psittacidae,Loriculus,
8199,II,Loriculus pusillus,Aves,Psittaciformes,Psittacidae,Loriculus,
8200,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,TW
8201,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,
8202,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,CA
8203,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,CZ
8204,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,SK
8205,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,PT
8206,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,UY
8207,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,US
8208,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,XX
8209,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,
8210,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,US
8211,II,Neophema chrysostoma,Aves,Psittaciformes,Psittacidae,Neophema,
8212,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,
8213,II,Neophema petrophila,Aves,Psittaciformes,Psittacidae,Neophema,
8214,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,
8215,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,CZ
8216,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,DE
8217,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,NL
8218,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,
8219,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,
8220,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,BE
8221,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,
8222,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,DE
8223,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,ES
8224,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,SK
8225,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,
8226,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,BE
8227,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,SR
8228,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,
8229,II,Pionites spp.,Aves,Psittaciformes,Psittacidae,Pionites,
8230,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,
8231,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,DE
8232,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,NL
8233,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,DK
8234,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,GB
8235,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,HU
8236,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,PT
8237,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,ZA
8238,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,CZ
8239,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,IT
8240,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,NL
8241,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,ZA
8242,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,
8243,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,SR
8244,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,DE
8245,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,FR
8246,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,HU
8247,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,PT
8248,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,BE
